34714;8677;61;9.50;1;9.50
34716;8679;11;65.00;1;65.00
34717;8680;13;46.00;2;92.00
34718;8680;12;45.00;2;90.00
34719;8680;11;65.00;1;65.00
34720;8681;4;60.00;5;300.00
34721;8681;5;56.50;5;282.50
34722;8681;12;45.00;2;90.00
34723;8681;13;46.00;1;46.00
34724;8681;11;65.00;1;65.00
34725;8681;18;50.00;1;50.00
34726;8681;71;130.00;2;260.00
34727;8681;36;31.00;1;31.00
34728;8682;4;62.00;1;62.00
34729;8682;5;58.00;1;58.00
34730;8682;12;47.00;1;47.00
34733;8685;23;22.50;2;45.00
34734;8685;36;31.00;1;31.00
34735;8685;49;11.00;1;11.00
34736;8685;11;67.00;1;67.00
34740;8687;4;62.00;2;124.00
34741;8688;11;67.00;1;67.00
34746;8692;12;45.00;4;180.00
34747;8693;19;38.00;2;76.00
34748;8693;21;38.00;1;38.00
34749;8693;11;64.00;2;128.00
34750;8693;5;56.50;4;226.00
34751;8693;4;60.00;2;120.00
34752;8693;20;38.00;1;38.00
34753;8694;4;62.00;3;186.00
34754;8695;4;60.00;5;300.00
34755;8695;5;56.50;5;282.50
34756;8695;12;45.00;3;135.00
34757;8695;13;46.00;3;138.00
34758;8695;31;11.00;1;11.00
34759;8695;71;130.00;1;130.00
34760;8695;22;38.00;1;38.00
34761;8695;11;65.00;1;65.00
34762;8695;26;39.00;1;39.00
34763;8695;56;26.00;1;26.00
34764;8695;49;11.00;2;22.00
34765;8695;51;14.50;1;14.50
34766;8695;52;19.00;1;19.00
34767;8696;17;43.00;1;43.00
34769;8697;11;65.00;2;130.00
34779;8699;36;31.00;1;31.00
34780;8700;9;88.00;1;88.00
34781;8700;11;64.00;1;64.00
35523;8713;12;45.00;1;45.00
35524;8713;13;46.00;1;46.00
35525;8713;4;60.00;1;60.00
35526;8714;23;22.50;2;45.00
35544;8721;11;65.00;1;65.00
35550;8726;4;62.00;1;62.00
35551;8727;4;62.00;5;310.00
35552;8727;5;58.00;5;290.00
35553;8728;11;65.00;1;65.00
35554;8728;61;9.50;1;9.50
35555;8728;12;45.00;1;45.00
35556;8728;49;11.00;2;22.00
35557;8729;12;45.00;2;90.00
35558;8729;13;46.00;2;92.00
35559;8730;11;65.00;3;195.00
35560;8730;61;9.50;4;38.00
35561;8730;18;50.00;1;50.00
35567;8732;4;62.00;3;186.00
35568;8732;31;11.00;1;11.00
35569;8733;4;60.00;4;240.00
35570;8733;5;56.50;4;226.00
35571;8733;11;65.00;1;65.00
35572;8733;18;50.00;1;50.00
35573;8734;4;62.00;5;310.00
35574;8734;5;58.00;2;116.00
35575;8734;11;67.00;1;67.00
35576;8735;11;65.00;1;65.00
35577;8736;8;84.00;1;84.00
35581;8738;4;62.00;5;310.00
35582;8738;5;58.00;5;290.00
35583;8738;61;9.50;1;9.50
35584;8738;51;14.50;1;14.50
35585;8738;72;9.50;1;9.50
35586;8738;49;11.00;1;11.00
35587;8738;89;12.00;2;24.00
